symbol	Central_memory	Effector_memory	Gamma_delta	CD4_naive	NKT	Cytotoxic	nTreg	Th1	Th2	Exhausted	iTreg	CD8_naive	MAIT	Th17	Tr1	Tfh	Bcell	NK	Monocyte	Macrophage	DC	Neutrophil	CD8_T	CD4_T
NDUFB2-AS1	6.355487233	6.305385334	6.267029376	6.41781243	6.405597662	6.556763073	6.379642419	6.176782857	6.192527101	6.182743635	6.305523565	6.499245818	6.369265698	6.225499634	5.507522639	6.939533523	6.897470157	6.150950031	6.159611778	5.939615528	6.099938776	6.771888002	5.478019774	5.673873839
NDUFB3	9.821112813	9.921184103	10.0641082	9.752984814	9.253706969	9.908342231	10.28815642	9.942886448	10.03000952	9.677179287	10.07417364	9.503014367	9.732823138	9.826272838	9.923699288	10.12645948	8.791473514	9.92527566	9.668236516	10.37019541	10.09057195	9.988916801	8.344277135	9.083690766
NDUFB4	9.209426601	9.16572131	9.072977079	9.249792962	8.646812048	9.062199064	8.992339636	9.093928839	9.167972327	8.996899225	9.619640954	9.414202633	8.956445329	9.019335666	8.472105997	9.753730699	8.349148324	9.209324748	9.037182404	9.569665741	9.6651151	8.016751295	7.829165087	8.313293649
NDUFB5	9.656676004	9.573154369	9.974772861	9.799906455	9.067235588	9.682931352	9.994582696	9.856346096	9.724164204	9.748311424	9.810642058	9.815796629	9.665052421	9.781680966	9.736380157	9.912866109	9.326762211	9.374503732	10.08632488	10.46508706	10.10439203	8.702266123	8.306149206	8.891780229
NDUFB6	7.88390282	7.929418724	8.040018474	7.949883538	7.479509968	8.231581817	7.730191539	7.800091084	7.925512252	7.83869725	8.174175859	7.811972667	7.757259694	7.794023662	7.654005944	8.260755786	6.900047811	8.077305134	7.717463076	8.399302667	7.890682232	8.206658621	6.784708792	7.187378945
NDUFB7	6.324412267	6.383820653	6.51791696	6.372400041	6.133644008	6.281226677	6.305497929	6.43720883	6.39324789	6.286578588	6.398032481	6.17528926	6.385119466	6.422755266	6.564480229	6.10945742	5.902323128	6.697282671	6.338373643	6.641768004	6.31446613	5.884817146	5.408176188	5.778821139
NDUFB8	10.33335405	10.56882368	10.6416068	10.0409541	9.269216808	10.55488927	10.77635857	10.22376889	10.41432402	9.964087724	10.49279407	10.42311924	10.06506482	9.886869638	11.21351259	11.26337674	7.175021891	10.69728639	10.62511607	10.99203974	10.64834101	9.128644639	8.83945151	9.483672077
NDUFC1	8.615878783	8.660344822	8.450234791	8.468907011	7.887217965	8.311077403	8.425322522	8.624313497	8.542452267	8.480890171	8.651396393	8.390177178	8.366285167	8.505136654	8.615392268	8.566170863	7.733928262	8.442673176	8.644850818	8.729145972	8.984963381	7.65359443	7.278451117	7.769587962
NDUFC2	9.437587472	9.591579939	9.579124324	9.02776362	9.166898182	9.005758653	9.69218786	9.458417574	9.567456457	9.264096085	10.00941935	9.139174571	9.18561369	9.460207612	9.937445077	9.175337988	8.531884633	9.634395227	9.391631233	9.811052543	9.670763882	8.560859707	7.946423066	8.67296539
NDUFS1	6.80871995	6.87805275	6.781124634	7.168810141	7.059253336	6.542697661	6.994070969	7.164562474	7.115997305	7.072484109	7.082225016	7.103836485	7.120457277	7.226112679	6.712238029	6.433054969	6.106021649	7.37480379	7.16411525	7.673331125	7.194766562	6.217060588	5.915264274	6.34890024
NDUFS2	9.359410268	9.347960482	9.526162398	9.46302518	8.831383782	9.408286769	9.093132783	9.501105343	9.523938177	9.458637983	9.43995421	9.336788312	9.212530428	9.331429998	8.843585395	9.312368962	8.756039261	9.317847904	9.557946067	9.77433176	9.513705957	8.676356964	8.006562496	8.455993101
NDUFS3	9.24778495	9.260290468	9.302289746	9.169678142	9.070710924	9.612304247	8.980259795	9.353140478	9.234494466	9.270059089	9.360472554	9.02754224	9.116906436	9.226659648	8.549970101	9.586799102	8.674512107	9.417923893	9.2657683	9.794236579	9.45563894	8.155163607	7.932714459	8.329187929
NDUFS4	7.410393557	7.343808215	7.365429751	7.535980829	7.049149919	7.297214717	6.85196224	7.413536011	7.353949834	7.476974333	7.781742993	7.556698755	7.284421678	7.438264244	7.381543738	7.395204583	6.787678401	7.337938166	7.619084129	7.845098709	7.873279432	5.992562964	6.37305679	6.681214166
NDUFS5	11.43818597	11.18725365	11.33476749	11.39703077	10.91681452	11.09358268	10.9566365	11.18758514	11.31922141	11.2694594	11.45522632	11.32482813	11.04406966	11.22840673	11.24147005	10.96974701	10.8226382	11.27702184	11.12270915	11.75931563	11.49903532	9.489330443	9.66867044	10.15716722
RPL10	9.082891052	8.971673194	8.963655331	9.18976436	8.606745288	9.546751816	8.672565849	8.851682706	8.862804727	8.724627891	8.963158747	9.143019076	8.97149324	9.019623198	8.697860826	8.801147791	8.850488968	8.58052145	8.808585803	8.699520791	8.72440413	9.02752974	7.803814399	8.073850556
NDUFS6	10.9739373	11.11667724	11.03788488	10.69319167	10.6063875	11.04648407	11.23802953	11.01579285	10.97737191	10.86538917	11.11693409	10.49391276	11.00383857	10.93925047	11.09995244	10.97829345	10.59200846	11.34900386	10.90250938	11.14599349	10.51382442	10.18729321	9.357075154	10.00777551
NDUFS7	7.220359235	7.167272547	7.350908883	7.449112041	7.048094131	7.45731132	7.242409443	7.339214246	7.385802443	7.185109532	7.262489195	7.007196893	7.046149158	7.274673645	7.126167707	7.132000335	6.727854877	7.324406082	7.675974548	7.737807331	7.304057304	6.02738634	6.156595297	6.585906946
NDUFV1	8.534880225	8.56547192	8.776133092	8.505281409	8.535646769	8.833540437	8.333703923	8.747204615	8.795994163	8.572865931	8.779266778	8.614907407	8.56213299	8.630278754	8.876949538	8.511036467	8.260793624	9.198849593	8.571113433	8.776949209	8.576991425	7.236821524	7.393129324	7.825693731
NDUFV2	9.987482161	9.902388357	10.17277126	9.683128626	9.558118554	9.640745098	9.532629931	9.963797103	9.913470672	9.755654549	10.07185738	9.899785074	9.691801327	9.877433171	10.73550414	9.691583387	9.136206714	9.911352817	9.587192187	10.24401363	10.68809812	8.579212419	8.413717251	9.004142445
NEB	4.558848213	4.426710424	4.496133432	4.610738731	4.569702973	4.522825953	4.636397173	4.529576077	4.532582382	4.51753383	4.616426525	4.589426597	4.567310648	4.522724993	4.360554996	4.25399252	5.019192183	4.541435264	4.381705902	4.437165928	4.420732249	4.842784138	3.885521688	4.088725482
NEBL	4.621636508	4.706889659	4.577178239	4.600629227	4.60449765	4.665960332	5.04692829	4.684513974	4.634527013	4.677605402	4.715755601	4.70828215	4.700676507	4.724103383	4.807634481	4.229438788	5.079869696	4.625519923	4.540477848	4.549938496	4.634983092	4.874315578	4.012724151	4.264573618
NECAB2	6.337303253	6.402904427	6.48348211	6.512751306	6.331930757	6.270847536	6.354399426	6.458452355	6.296831278	6.389241859	6.429951143	6.467715972	6.389243622	6.366696007	6.447096136	6.618107608	6.682935453	6.208034691	6.337365097	6.268487598	6.31201982	7.264808248	5.454449668	5.845621273
NECAB3	6.920227466	6.803470627	7.015326753	6.819504256	6.688459806	6.699241206	7.077760557	6.811607558	6.852738647	6.769220864	6.953540829	6.761356483	6.762934871	6.811607558	6.52578671	6.781646038	7.131451015	6.612691626	6.637186234	6.7540534	6.785994793	7.058652459	5.810654471	6.205055457
NECAP1	8.049923817	8.011475279	8.049691974	7.985489284	7.760830619	8.576749574	7.668719643	7.82545582	7.590048285	7.764216574	7.364351347	8.25815027	7.574819384	7.914026403	7.141671385	8.476296614	7.888666688	7.99571139	7.984535276	8.060791318	7.739873862	7.466542416	6.917297267	7.072790002
NECAP2	9.140014938	8.834581934	8.698751798	9.10833912	9.278159116	9.121962798	9.046860669	8.975952253	8.873451415	9.078313766	8.545435125	9.269743057	9.026802038	9.005755586	9.186351279	8.888396856	8.355764214	9.109083002	9.028611565	9.103927242	9.436098475	8.151569616	7.787997882	8.123821321
NEDD4	5.727236978	5.79118706	5.875899412	5.481581242	5.562168129	5.726657567	5.963025617	5.79359917	5.673436531	5.666660123	5.746645051	5.488696123	5.699730537	5.769962452	6.028859059	5.986048565	5.356948063	6.30586259	5.792392527	5.516036678	5.319973354	5.691850131	4.829661031	5.281433023
NEDD4L	5.671326363	5.639705437	5.666547611	5.529522991	5.526734493	5.751121846	6.101079544	5.574555428	5.493877754	5.667234166	5.561465561	5.856508981	5.808107264	5.629149015	5.79749906	5.49298065	5.976118023	5.356232009	5.557624352	5.864902274	5.483573912	5.990073244	4.875623854	5.171806186
NEDD8	10.1739745	10.12802797	10.16565781	9.934502654	9.62393442	9.972491359	10.07745326	10.08771947	10.16540782	10.10967026	10.27159109	9.860218301	10.0550431	10.02161872	9.948021045	10.15469821	9.90760464	10.3434994	9.715294647	10.16630418	10.01856381	10.06137133	8.602705029	9.173495342
NEDD9	6.665634216	6.551714172	6.144838072	5.98976977	6.481959206	6.417097113	6.933866517	6.321543872	6.515036649	6.543524924	7.040138621	6.231707993	6.401319174	6.495243261	6.832127219	6.243715609	6.303215337	7.884965262	6.688005674	5.841217353	5.529878709	7.219363815	5.562273889	5.99022925
NEFH	5.694159395	5.706670139	6.081485672	5.262268035	5.420733806	5.595424579	5.979924658	5.933024648	5.943849574	5.490796277	5.706914719	5.118471577	5.584554151	5.694324578	6.596259759	5.588291801	5.120236753	5.314045595	5.575523361	5.858418158	6.27253964	5.194491698	4.709279136	5.307962661
NEFL	4.796735536	4.492739253	4.188971729	4.16308339	4.397390736	4.078115828	4.578900851	4.359988617	4.367736767	4.353508899	4.339579303	4.145765566	4.415150356	4.313684268	5.112450494	4.22805167	4.256356495	4.540542141	4.423786528	4.322898267	4.373212037	4.612909979	3.734374363	4.063960906
NEFM	4.679685272	4.703071463	4.670531115	4.54969725	4.634926145	4.559117361	4.564026752	4.731067209	4.506006535	4.592302845	4.462078981	4.696503142	4.664801155	4.757992849	4.194848895	4.516615525	4.933780584	4.457492739	4.537969916	4.553521041	4.557503383	4.815539341	3.966496318	4.141006746
NEIL3	4.93066366	5.254825167	5.6531917	4.807276866	4.533329826	5.029040481	6.165424234	5.506377152	5.831344749	5.181165596	5.734860388	4.535196475	5.171205983	4.951185903	4.6359337	5.892677098	5.636808553	5.290363137	4.703573841	4.982123498	4.721485651	5.137847672	4.269335309	4.875902966
NEK1	6.203653446	6.329637792	6.122915799	5.967516578	5.892950774	5.988966737	6.141123149	6.090967305	6.188627888	6.197026816	6.279672684	6.549734248	5.955218161	6.091809192	5.992951313	6.363071622	6.909471891	6.379731134	5.578358583	5.853688736	5.468015993	6.370164713	5.295422041	5.577573591
NEK11	5.651318694	5.610600452	5.59944705	5.671792728	5.70001385	5.558618609	5.449536435	5.576504606	5.494603456	5.601861735	5.568431673	5.646494775	5.610629663	5.711366728	5.989427149	5.358210721	6.108074956	5.392142683	5.520556588	5.501992162	5.50478864	5.981502462	4.805391163	5.101713297
NEK2	5.205769021	4.907568924	5.665773635	4.418763167	5.227488282	5.291929537	5.887417699	5.05397786	5.439223287	4.771807742	5.738639941	4.45245392	5.085667537	4.915135292	5.032249921	5.146980054	5.759071678	5.178955024	4.583437475	4.639053389	4.601425743	5.639901182	4.213987539	4.733057003
NEK3	5.77558985	5.963438827	5.326547823	5.407303828	5.571230463	5.42064873	6.11185617	5.785204936	5.342466044	5.508548847	5.842621716	5.175713844	5.859711994	5.810482655	5.674866685	6.731697236	5.671619107	5.099103281	5.903522084	5.518710084	6.544660194	5.298978837	4.786572634	5.321986148
NEK4	5.676012528	5.720320728	5.949173117	5.997936931	5.888359025	5.763104062	5.813863242	5.889080555	5.901358133	5.729697904	5.880584097	5.673475817	5.896104072	5.798030014	5.497572321	6.239150669	5.416730336	5.662702269	6.364984351	6.043712185	5.612036632	5.006567883	4.931737307	5.303792576
NEK7	9.864154193	9.692473417	9.704484811	9.345052689	9.88170891	8.818599974	9.807525355	9.538606243	10.07341385	9.585536234	9.971610627	9.105131115	9.986967927	9.586578327	10.02828127	9.452169807	8.132653617	10.04342449	9.841291232	9.525820191	9.945694075	10.58187569	8.153098225	8.862102433
NEK9	7.178744243	7.109177188	7.234922962	7.456823652	7.237728476	7.563461531	7.2735449	7.255220899	7.253878902	7.273711028	7.105173399	7.363190057	7.394028139	7.224989937	7.568920741	6.87263679	7.548344073	7.4545824	7.367248435	6.935756562	7.211361365	6.86536976	6.253307219	6.575505369
NELFB	8.007477226	7.966991781	8.007211953	7.867565229	7.874987954	7.936534754	8.209732054	8.058023445	8.179041262	8.022193861	8.189948144	7.684549933	7.9886688	7.964744866	8.564853923	7.583313306	7.266246545	8.470394293	8.031366306	7.811904814	8.131936279	7.20329882	6.788494646	7.322420724
NELFCD	9.070749263	9.242725197	9.138921072	9.171450478	8.99199739	9.53891919	8.794184153	9.06376185	9.197919807	9.180863558	9.565088441	8.856451933	8.915323743	9.085408641	9.449625565	8.888059016	8.708857778	9.727122719	9.221885625	9.148090196	8.941422971	7.265055857	7.815784034	8.321099077
NELL1	4.818104661	4.825625944	4.767114243	4.916625267	4.878148591	4.835992955	4.959121681	4.817078061	4.782554077	4.899438713	4.938347025	4.878471778	4.948741948	4.871476916	5.040431833	4.649537849	5.343461756	4.709573481	4.795829105	4.790093891	4.69343178	5.283474332	4.162086132	4.41893698
NELL2	8.849434162	7.356993239	7.157614361	9.628087917	8.49032524	7.275229859	6.917411266	8.506348988	7.399400532	8.52572075	6.471672704	10.09397651	7.861940656	8.26829124	8.021332296	5.89900394	9.33147722	7.662994945	8.114962839	7.84784399	7.855699464	9.315237215	7.226700487	6.957499511
NEMF	8.447774396	8.565705533	8.49096275	8.602097842	8.356444276	8.653340869	8.214066487	8.552155477	8.390238096	8.450856228	8.528202267	8.615282543	8.561049595	8.534749455	8.774520138	8.740784831	8.220278576	8.806431246	8.328392952	8.395893212	8.549309946	7.582517982	7.338696907	7.723994882
NENF	7.159115052	7.39655564	7.225261781	7.231500315	7.030669867	7.110525496	7.24931955	7.171717254	7.200207829	7.312304892	7.246341336	7.07958805	7.250513494	7.171717254	7.867832968	6.80131257	7.754039827	6.880280384	7.137736188	7.120858907	7.240390966	7.501653687	6.2074846	6.577471809
NEO1	6.006090311	6.07653611	6.07525605	6.05230675	6.251880864	6.659499539	5.531117008	5.99225742	5.989223137	5.999813963	5.965023111	5.932189996	6.343512443	6.161986884	6.591832257	6.291553587	6.866186137	6.207276592	5.667816741	5.537519128	5.674923584	6.644990145	5.261583962	5.52099351
NES	5.908300553	5.908238678	6.147665938	5.957821083	5.9444629	5.672159652	5.941521923	5.96546711	5.840018597	6.001609912	5.755235454	6.055206325	5.953032371	6.017527139	6.243389221	5.930509525	6.303612377	5.613573901	5.783263167	6.160302928	5.858716061	6.337532414	5.078160033	5.399752405
NET1	6.563975542	6.669057108	7.452131006	7.480180367	6.625411495	7.135747308	6.081267275	7.063285152	7.322196916	7.093090568	7.594796325	6.648255778	6.21957538	6.773906058	6.181247758	6.703900412	6.613788435	7.204557526	6.038005842	6.105338873	8.419781752	6.368434423	5.822855594	6.197906383
NETO2	6.307202833	6.148401753	5.10115665	5.204517315	5.17251845	5.828147309	7.205527157	6.109568392	5.745861792	5.764748072	5.27777026	5.132928071	6.214338977	5.874956509	6.489198275	6.578158791	5.573344419	4.714130274	6.04381364	6.225926791	7.320068492	5.038746724	5.063662996	5.544840128
NEU1	7.158264601	7.50299181	7.367747059	7.002860717	6.997497981	7.140414262	7.248885487	7.292749788	7.106229874	7.195353045	6.70039871	6.654049532	7.270816492	7.337367971	7.124626222	7.942990859	6.345839465	6.878130124	7.254301638	8.070340051	7.855309942	6.890547206	6.143078263	6.590663941
NEU2	5.509928134	5.395344119	5.620339764	5.619548645	5.558816519	5.713132199	5.538685252	5.527317104	5.451396692	5.503982579	5.541262825	5.512415666	5.410143598	5.542445815	5.501454176	5.339075437	5.708005929	5.522288981	5.399800753	5.391718871	5.48620302	5.941242718	4.71687522	4.994871067
NEU3	5.909486387	6.025798319	6.075190982	6.009823886	6.205804091	6.080236817	6.162998505	5.929172143	5.949402822	5.948650701	6.020262775	6.013294694	6.018632129	6.031353336	5.797328191	6.278178244	6.393442907	5.768507188	5.8972998	5.963208847	6.05463439	6.296646568	5.149367694	5.467283537
NEURL1	5.479466123	5.458918653	5.434966374	5.516195293	5.48829237	5.569909685	5.542909604	5.453086605	5.533514945	5.497834079	5.488563466	5.518364996	5.550145936	5.453086605	5.32658996	5.526526508	5.781623744	5.480590243	5.584053446	5.302044256	5.322882865	5.802900619	4.737523469	4.979255272
NEUROD1	4.058923193	4.087909819	4.086370961	4.105659177	4.220128165	4.079463311	4.226463474	4.075193152	4.166190908	4.14647225	4.050277795	4.062939849	4.137952404	4.040366112	4.082283554	4.132167358	4.399454071	4.13241212	4.086829323	4.061355359	4.021940492	4.135436037	3.509377509	3.737899865
NEUROD2	5.614238403	5.66154734	5.820511108	5.745526533	5.854888224	5.859617758	5.806693057	5.739053107	5.61383687	5.66800608	5.70681408	5.785587591	5.692635813	5.769233982	5.914699813	5.749914987	6.138242293	5.51921317	5.615532572	5.585495048	5.637450074	6.273600504	4.892792498	5.228027403
NEUROD4	5.212403206	5.228505907	5.212707483	5.256199346	5.233150373	5.124060112	5.298108516	5.200369026	5.196971539	5.231954824	5.239722161	5.270893216	5.332078696	5.218765093	5.325295553	5.255071416	5.71122689	4.906266771	5.130339604	5.169184769	5.169437418	5.592661544	4.4725697	4.762592555
NEUROD6	5.51622364	5.480428579	5.647365296	5.591761166	5.501435698	5.624292729	5.563687804	5.476515759	5.557959383	5.485952602	5.406783931	5.632855286	5.452743976	5.479159803	5.888936676	5.400109222	5.913187828	5.33531221	5.420639914	5.486729225	5.528714738	6.074619095	4.739465254	5.041161389
NEUROG1	5.311285958	5.35160813	5.348854467	5.294646744	5.340087079	5.283807254	5.170887563	5.333399405	5.331735236	5.267095963	5.26902654	5.328006841	5.302495283	5.262962577	4.978073965	5.219670269	5.326065593	5.115964196	5.311734595	5.329896067	5.430200454	5.597997878	4.545140562	4.781186155
NEUROG2	4.114868571	4.105115977	4.171184356	4.190919689	4.115128982	4.078475656	4.218074336	4.210485925	4.17423206	4.198207832	4.185253859	4.136977101	4.181188849	4.140329543	4.321256629	4.004669913	3.933117576	4.127447726	4.2005641	4.186405104	4.294373859	4.086498944	3.540596835	3.781978557
NEUROG3	4.724525116	4.662281718	4.746060794	4.697473935	4.714929912	4.700326794	4.803972565	4.712859777	4.629477019	4.663480121	4.658147749	4.655354339	4.648945609	4.719095059	5.044715182	4.676947574	4.485062032	4.730431226	4.746875573	4.688419202	4.711237621	4.747530328	4.000139866	4.305318963
NF2	4.96920774	5.043595026	5.056151952	4.984745422	4.891863978	4.834283264	4.897288428	5.011876616	5.015663317	4.95061146	4.829849236	4.807055838	4.991496551	4.982756126	5.398169208	4.796160828	4.766429003	5.016857394	4.866022975	5.17488452	4.876929447	4.725651024	4.225734722	4.528205102
NFASC	5.039257006	4.985069926	5.168458738	4.991767902	5.084201289	4.977074397	5.236733669	5.049250913	5.036797653	5.036135986	5.158029734	4.953859511	5.146218187	5.093525723	4.981577362	4.9053591	5.499587754	4.834866781	5.024189516	4.962355125	5.025596448	5.469548721	4.305751732	4.585597359
NFAT5	6.828877958	7.118532065	6.81045942	6.744177846	6.963213872	6.780737142	7.46522983	6.778914377	7.076091282	6.905565897	7.009902869	6.848993391	7.166089904	6.772914855	6.594225925	6.775715533	6.543401845	7.78633463	6.67394784	6.840190669	6.333408965	6.939972448	5.974205506	6.290884115
NFATC1	7.1399035	6.910826835	6.641671621	7.076291306	7.102312757	6.890237467	6.702399087	7.118794532	7.090725099	6.996850199	7.296065459	7.131302364	7.028674408	7.169046885	7.066344647	7.667926647	7.461205157	6.737118935	7.093180271	6.881158623	6.762181199	6.788756658	6.007635878	6.452792862
NFATC2IP	7.944650185	7.998412688	7.796793011	8.014655295	7.987928412	7.897045062	8.36216384	8.113761712	8.374006777	7.958346281	7.486337491	7.894925546	7.885223007	8.163543436	7.43605652	8.006112625	8.316569404	8.498568097	8.167504417	7.158871718	7.806230064	7.567014926	6.785321165	7.285284502
NFATC3	7.664080389	7.776950929	7.5327249	7.765319101	7.634808429	8.156502914	7.448294931	7.698213598	8.266995905	7.875583021	7.870598423	7.855147313	7.875938875	7.895286334	7.863348746	7.018000832	7.661132773	8.635360792	7.566716163	7.563272874	7.384821248	7.296376944	6.741981248	7.029596953
NFATC4	6.173757798	6.078900146	6.158549939	6.268942412	6.177269982	6.109427632	6.272197351	6.099574194	6.076026304	6.144575322	6.068342172	6.177964256	6.013845019	6.20720794	6.135923107	5.630014995	6.303135112	5.869758524	6.197346584	6.101497944	6.123962056	6.662205904	5.250503762	5.541773981
NFE2	4.750773442	4.830346428	4.348293105	5.279299703	5.183961773	5.290365215	5.332407631	4.798662852	4.620079573	4.990542981	4.966863336	5.046720945	5.064393574	4.830929952	5.575310107	5.727072581	4.311398127	4.638167529	7.124867673	4.464514557	4.451118354	7.782894955	4.293486272	4.656899688
NFE2L1	8.92138933	8.968996388	8.95745409	8.731051555	8.741063156	8.546059687	8.849941013	8.726217566	8.669523114	8.835959753	8.484197076	8.727615269	8.938081643	8.686613499	8.507958731	8.655268468	8.41394022	8.770192299	8.453210362	9.349339607	9.461296139	8.273466799	7.555232241	7.885268754
NFE2L2	7.460674145	7.448574389	7.047833831	7.569403365	7.392414329	6.774316924	7.202088393	7.314940568	7.288438209	7.368523206	6.71861572	7.072520845	7.329733459	7.419392369	6.525101351	7.551720445	6.077285463	7.824656252	7.368263832	7.845987236	8.148584885	7.105809016	6.23680294	6.54815485
NFE2L3	5.863129212	5.656404554	6.243502753	5.87888303	5.440150789	5.532177004	6.341230937	6.163281956	5.575043124	5.793488598	5.80802271	5.487450063	5.695010672	5.729611609	5.244506991	6.103524131	4.999555127	6.053627207	5.9153667	5.681510677	6.251382964	5.131808703	4.841514752	5.270955121
NFIB	4.425265259	4.428113372	4.449723855	4.427108466	4.596216702	4.452364625	4.614207	4.439102723	4.4295442	4.55458586	4.533136104	4.399216104	4.544303593	4.444463406	4.489252374	4.462878421	4.905420504	4.222091441	4.336186025	4.449789718	4.558206862	4.609345078	3.814162798	4.072231755
NFIC	6.89596288	6.597512889	6.664487964	6.882415192	6.66237353	6.599302783	6.439236635	6.61357161	6.595195282	6.581144527	6.404261302	6.965553035	6.763001819	6.807621804	6.779313224	6.988974464	6.477402355	6.455782739	6.843941927	6.754307755	6.794228861	7.20242744	5.764070922	6.079577109
NFIL3	8.334989473	8.931306501	8.904846847	7.949611266	7.964317229	8.616666705	8.386677934	8.594767026	9.382284946	8.223249553	8.450396458	6.992747545	8.710549607	8.340847801	9.484315979	7.001262491	7.249975692	8.683534915	8.256000321	7.631503354	8.773990375	10.3591268	7.127187853	7.741745607
NFIX	5.785772891	5.643735833	5.73046194	5.92275055	5.754902476	5.622711584	5.769698813	5.750565134	5.738553621	5.760409505	5.8079249	5.947182901	5.788735351	5.757824732	5.719187741	5.778173642	5.694413865	5.598928855	5.785815951	5.725634432	5.858174482	6.035711982	4.933453969	5.251783588
NFKB1	9.297894276	8.980552044	9.030681419	9.368231316	9.012249697	9.181310963	8.761991781	9.172307806	9.051693825	9.083240079	9.779918734	9.650323442	8.617955941	9.162625828	8.928588397	9.293316167	8.584067578	9.626482617	8.948497182	8.643308102	9.796084802	8.564061928	7.848336251	8.323215841
NFKB2	6.068881414	5.945208398	6.455102934	6.028147982	5.847617241	5.950508533	5.829827902	6.198438978	6.186387824	5.962411851	6.195320206	6.224691316	6.008311473	6.09192625	6.35239045	6.338741006	5.682628149	6.723020036	6.189131741	5.816249973	5.90640098	6.183028848	5.161607798	5.575947082
NFKBIA	10.33338704	10.54016321	10.16841105	10.08128056	9.880191287	9.758058222	9.720401806	10.23784056	9.86020874	10.3099094	9.460841541	9.999736163	10.4978865	10.12088235	10.15184781	9.889380914	9.804295474	10.55497079	10.77667191	9.55876419	10.06138259	10.15882315	8.792460334	9.127009881
NFKBIB	7.933963861	8.205064032	8.051212608	7.639388772	7.932822585	8.05873153	8.130492522	8.075473745	8.042280084	7.887798685	7.875163543	7.618470867	7.95500876	7.930302223	8.330008366	7.84830336	7.46976306	8.503564331	7.708899875	7.818273395	8.078382149	7.966759645	6.803934158	7.27876111
NFKBIE	7.755699973	7.86583592	7.923779111	7.655898295	7.105796093	7.94166317	7.901819389	7.670306953	7.46807104	7.77671907	7.381376655	7.573582699	7.957320944	7.634573256	7.649569664	7.607051286	7.212456007	7.283327246	7.518681745	8.282928866	8.641766991	6.938552291	6.701132663	6.969308546
NFKBIL1	6.7935156	6.67005642	6.950148293	6.839277397	6.755641461	6.962751594	6.626575562	6.798936916	6.788474323	6.725875522	6.871861999	6.775974346	6.827122774	6.798936916	6.942885057	6.882947135	6.668876222	6.668653556	6.884613537	6.730477663	6.93377048	6.958392509	5.797038077	6.193674687
NFRKB	7.292611443	7.011327887	7.174336416	7.264770675	7.104471991	7.210820902	7.019438156	7.052125644	7.133432394	7.134137293	7.039261248	7.13194409	7.033774939	7.136903681	6.778157841	7.327555061	7.783652767	6.90172321	6.914181875	6.854069404	6.911173199	7.29998327	6.139555034	6.437043466
NFS1	6.757566473	6.610140597	6.860280641	6.72599053	6.397136066	6.531995946	6.615368647	6.749130797	6.707655996	6.600689582	6.946898828	6.639634633	6.66918973	6.686725461	6.611657452	7.168191957	6.96797857	6.299162909	6.617562131	6.912464382	6.765053008	6.394089828	5.690379878	6.130081795
NFU1	8.28019823	8.341074275	8.318640991	8.160077373	7.634118519	8.354172341	8.277031654	7.90821507	8.422437899	8.104665692	8.739602573	8.185306611	7.82592678	7.90821507	7.846769467	8.527307122	7.762740522	8.40710852	7.735808464	8.769050386	7.874064463	6.877266893	7.01093446	7.474373647
NFX1	6.407495689	6.506462638	6.26763659	6.361665651	6.373668962	6.079573933	6.245355491	6.36530772	6.536234878	6.257205114	6.476223429	6.518302844	6.479354238	6.235710852	5.990142742	6.717289265	5.96189941	6.496899756	6.215209062	6.422671603	6.947353484	5.707821422	5.459656388	5.784747648
NFYA	6.939491955	6.765412236	6.774668659	6.853654048	6.89364936	6.755430613	6.561735526	6.84788118	6.666342242	6.863188269	6.863744155	6.693521933	6.698310002	6.84788118	6.787649586	6.789616919	6.949442377	6.869275516	6.488251825	6.728798116	6.849313981	7.144217536	5.805798537	6.161727129
NFYB	6.095439008	6.080926535	6.174991415	6.350647541	6.267029253	6.170833961	5.778754542	6.388125527	6.493669974	6.169584028	6.211774852	5.903212631	6.042338296	6.221271672	5.983004965	6.548422462	5.398418521	6.547251675	6.214486712	6.109212623	6.431343022	5.576519704	5.209531798	5.662039948
NFYC	7.562722689	7.407945346	7.518110146	7.507395305	7.391055581	7.375589286	7.440557522	7.587524811	7.507990938	7.516205703	7.613298108	7.340314064	7.577241935	7.545524331	7.490298563	7.540959459	7.257685359	7.251465224	7.835700221	7.44878876	7.667239699	7.919923362	6.400362588	6.842524322
NGB	6.315082975	6.320634103	6.386950577	6.356433652	6.467123456	6.497584059	6.466659223	6.425203602	6.366373026	6.37770893	6.423107211	6.430580054	6.472355732	6.39608738	6.684650453	6.174178362	6.332657087	6.34403951	6.382788416	6.152931939	6.420975113	6.817396229	5.492342997	5.818172751
NGDN	7.29789607	7.211579174	7.212094315	7.44354991	7.318135236	7.191969137	6.944939796	7.19372031	7.226437214	7.198412859	7.191492667	7.447222593	7.116800496	7.30915442	6.707556035	7.167440358	7.594803493	7.494328332	7.064218781	6.893503187	6.98816479	6.741422039	6.219810403	6.513695169
NGF	5.902524697	5.906366251	5.989002841	6.001122068	5.913129537	6.000049973	5.937547665	5.926536724	5.909486805	5.938045982	5.926194732	5.981683719	6.004354495	5.92229602	5.706441562	6.033923481	5.998248509	5.827960672	5.900536433	5.807590854	6.04670905	6.26965742	5.103632156	5.381400679
