symbol	Central_memory	Effector_memory	Gamma_delta	CD4_naive	NKT	Cytotoxic	nTreg	Th1	Th2	Exhausted	iTreg	CD8_naive	MAIT	Th17	Tr1	Tfh	Bcell	NK	Monocyte	Macrophage	DC	Neutrophil	CD8_T	CD4_T
AC002310.7	5.458379889	5.359566549	5.497837218	5.402948925	5.459209868	5.649022615	5.478504867	5.416762605	5.514194392	5.438026119	5.427829256	5.476464721	5.505417816	5.468457619	5.554478324	5.472032352	5.23351993	5.497613685	5.465230645	5.354375313	5.512878493	5.403665085	4.68022006	4.960370242
ZNF785	5.458379889	5.359566549	5.497837218	5.402948925	5.459209868	5.649022615	5.478504867	5.416762605	5.514194392	5.438026119	5.427829256	5.476464721	5.505417816	5.468457619	5.554478324	5.472032352	5.23351993	5.497613685	5.465230645	5.354375313	5.512878493	5.403665085	4.68022006	4.960370242
AC003989.4	5.92497782	5.881164113	5.998732607	5.874441946	5.89180025	5.998139519	6.04756533	5.86072376	5.723637964	5.802456522	5.885772938	6.026461048	5.966337597	5.833817461	5.99245869	6.237939459	6.051883698	5.821503658	5.787873165	5.712897676	5.99293089	6.469491839	5.065930059	5.396415785
AC004490.1	5.404082302	5.306383115	5.409438874	5.350205323	5.302883952	4.972173276	5.387086569	5.328654774	5.271056548	5.342993927	5.682450415	5.197963844	5.34402345	5.339394579	5.214089076	4.959965827	5.616986363	5.037939826	5.171627445	5.22230385	5.353482355	5.944097982	4.489278539	4.857665584
AX746733	5.404082302	5.306383115	5.409438874	5.350205323	5.302883952	4.972173276	5.387086569	5.328654774	5.271056548	5.342993927	5.682450415	5.197963844	5.34402345	5.339394579	5.214089076	4.959965827	5.616986363	5.037939826	5.171627445	5.22230385	5.353482355	5.944097982	4.489278539	4.857665584
AC004692.5	7.385667433	7.350107009	7.422481559	7.508692826	7.290037642	7.521772027	7.277109357	7.45908042	7.562593017	7.382811165	7.236097248	7.580142207	7.272335843	7.369210211	7.133900793	7.231600943	8.077116323	7.200601897	7.692788747	7.130234913	6.89374374	6.838625075	6.380221208	6.67417752
AC004941.5	7.842005956	7.571588958	7.869177748	7.726844136	7.819683867	7.665345636	7.709407397	7.934250167	7.85067748	7.905373677	8.236837684	7.476448872	7.792677461	7.790803114	7.656998299	7.656460833	7.206008776	7.363013478	7.584148018	7.901518917	7.76112094	7.721600012	6.59114855	7.085102564
AC005838.2	5.00214294	5.026470037	4.98952808	4.855994039	4.900509534	4.830839938	4.880823669	4.894668271	4.783753218	4.976275093	4.900602295	4.847674256	4.988489842	4.900246618	4.756950778	5.21282554	5.283522321	4.741968067	4.851814561	4.806019324	4.746783232	5.319185473	4.249289589	4.484213016
AC007292.3	6.18249279	6.294491291	6.167157523	6.279781769	6.185171923	6.305989161	6.286182295	6.306000889	6.247237352	6.248232891	6.213277745	6.174445167	6.284717094	6.309352659	6.519501616	6.010934716	6.029214111	6.418214697	6.387158894	6.185968442	6.0544892	6.547825659	5.346132999	5.702953916
AC007389.3	6.211602225	6.275047144	6.54781221	6.305983128	6.412389747	6.253715108	6.394324918	6.423716678	6.238226731	6.290955871	6.168952452	6.341921763	6.366560092	6.358021144	6.871840271	6.329690815	6.770998826	5.808174088	6.400672579	6.352558559	6.406080623	6.760793881	5.422181469	5.76130035
AC007967.3	6.349314265	6.395940953	6.424510918	6.34154865	6.753895114	6.662244263	6.356978746	6.543551976	6.393792894	6.417276276	6.453969959	6.401710344	6.532636819	6.543551976	6.353279043	6.511650569	6.741567494	6.238163424	6.507729267	6.323515806	6.324445279	7.015048004	5.523402291	5.83916101
RBMY2TP	6.349314265	6.395940953	6.424510918	6.34154865	6.753895114	6.662244263	6.356978746	6.543551976	6.393792894	6.417276276	6.453969959	6.401710344	6.532636819	6.543551976	6.353279043	6.511650569	6.741567494	6.238163424	6.507729267	6.323515806	6.324445279	7.015048004	5.523402291	5.83916101
AC009237.8	5.511391244	5.310354133	5.480409238	5.413933001	5.435627918	5.704761102	5.963509061	5.595816595	5.580901645	5.479789843	5.555629346	5.46490626	5.613234042	5.607825759	5.23408125	5.789289934	5.832036071	5.303500213	5.282806367	5.294429794	5.359724765	6.158430406	4.695288918	5.059435685
AK055967	5.511391244	5.310354133	5.480409238	5.413933001	5.435627918	5.704761102	5.963509061	5.595816595	5.580901645	5.479789843	5.555629346	5.46490626	5.613234042	5.607825759	5.23408125	5.789289934	5.832036071	5.303500213	5.282806367	5.294429794	5.359724765	6.158430406	4.695288918	5.059435685
AC009947.3	4.239837554	4.187158082	4.234510193	4.247829202	4.221676926	4.160949009	4.106355038	4.198454019	4.166343004	4.174504833	4.178289209	4.182470423	4.174627804	4.216380587	4.284817102	3.977978783	4.343787828	4.082577476	4.150084343	4.14511315	4.151070269	4.420039921	3.595905933	3.791094006
RBMY2AP	4.239837554	4.187158082	4.234510193	4.247829202	4.221676926	4.160949009	4.106355038	4.198454019	4.166343004	4.174504833	4.178289209	4.182470423	4.174627804	4.216380587	4.284817102	3.977978783	4.343787828	4.082577476	4.150084343	4.14511315	4.151070269	4.420039921	3.595905933	3.791094006
RBMY2BP	4.239837554	4.187158082	4.234510193	4.247829202	4.221676926	4.160949009	4.106355038	4.198454019	4.166343004	4.174504833	4.178289209	4.182470423	4.174627804	4.216380587	4.284817102	3.977978783	4.343787828	4.082577476	4.150084343	4.14511315	4.151070269	4.420039921	3.595905933	3.791094006
RBMY2DP	4.239837554	4.187158082	4.234510193	4.247829202	4.221676926	4.160949009	4.106355038	4.198454019	4.166343004	4.174504833	4.178289209	4.182470423	4.174627804	4.216380587	4.284817102	3.977978783	4.343787828	4.082577476	4.150084343	4.14511315	4.151070269	4.420039921	3.595905933	3.791094006
AC012065.7	6.168459813	5.989495437	5.975818478	5.995139847	6.013671401	6.022703836	6.041728792	5.876836154	5.934124888	5.954001777	6.286546575	6.140919924	5.923435119	6.003534606	6.359235239	6.889672182	6.85452598	5.732386244	5.815865988	5.800582559	5.754911535	6.26468788	5.160072172	5.588774989
AC068039.4	5.910823618	5.830349205	5.845999582	5.992223429	5.933593909	5.619606497	6.271358798	5.975411804	5.630814836	5.814407571	6.071802816	6.080753515	5.844378142	6.049533423	6.14564193	6.087516978	5.802468778	6.194358901	6.050912589	5.853057988	5.994464951	5.592073743	5.019473925	5.451635111
AC074212.6	5.648279831	5.656058372	5.822895745	5.782124531	5.802950651	5.948170468	5.689934207	5.755980742	5.727826098	5.707947655	5.822278314	5.745148988	5.842763248	5.775540397	5.787500101	5.530104033	5.640772341	5.830899495	5.718808548	5.540585235	5.852720898	5.982243942	4.927864854	5.206323859
AC084219.3	5.085807797	5.03063707	5.005375448	5.089552375	5.046304246	5.185210308	4.986062325	5.003564353	5.002361592	4.950016122	5.023158335	5.139607485	4.937778964	4.981393841	5.598473487	5.176441547	4.971148579	4.766528976	5.049751863	4.994868752	5.061171194	5.309238812	4.312396346	4.635909758
AC104537.2	4.270450553	4.172577281	4.340621012	4.273098763	4.327453911	4.154168804	4.378146313	4.354826074	4.270039085	4.264049367	4.351615468	4.28562067	4.321256179	4.278567088	4.10118112	4.460934612	4.579778403	4.221027844	4.24005891	4.189168073	4.285396602	4.464015383	3.640104595	3.902757396
TCEB1P28	4.270450553	4.172577281	4.340621012	4.273098763	4.327453911	4.154168804	4.378146313	4.354826074	4.270039085	4.264049367	4.351615468	4.28562067	4.321256179	4.278567088	4.10118112	4.460934612	4.579778403	4.221027844	4.24005891	4.189168073	4.285396602	4.464015383	3.640104595	3.902757396
AC128677.4	6.662302477	6.733653636	6.743748742	6.971389429	7.14297199	6.972671447	7.388025349	6.988355794	6.90907019	7.036545626	6.747776345	7.110816985	7.113719489	7.011050049	7.611786344	6.861316117	8.676423981	6.658717627	6.74795751	6.798252774	6.675670986	7.458196381	5.954544866	6.384532654
CH17-132F21.1	6.662302477	6.733653636	6.743748742	6.971389429	7.14297199	6.972671447	7.388025349	6.988355794	6.90907019	7.036545626	6.747776345	7.110816985	7.113719489	7.011050049	7.611786344	6.861316117	8.676423981	6.658717627	6.74795751	6.798252774	6.675670986	7.458196381	5.954544866	6.384532654
IGKV1OR-1	6.662302477	6.733653636	6.743748742	6.971389429	7.142971993	6.972671447	7.388025349	6.988355794	6.90907019	7.036545626	6.747776345	7.110816985	7.113719489	7.011050049	7.611786344	6.861316117	8.676423981	6.658717627	6.74795751	6.798252774	6.675670986	7.458196381	5.954544866	6.384532654
IGKV1OR10-1	6.662302477	6.733653636	6.743748742	6.971389429	7.142971993	6.972671447	7.388025349	6.988355794	6.90907019	7.036545626	6.747776345	7.110816985	7.113719489	7.011050049	7.611786344	6.861316117	8.676423981	6.658717627	6.74795751	6.798252774	6.675670986	7.458196381	5.954544866	6.384532654
IGKV1OR2-2	6.662302477	6.733653636	6.743748742	6.971389429	7.14297199	6.972671447	7.388025349	6.988355794	6.90907019	7.036545626	6.747776345	7.110816985	7.113719489	7.011050049	7.611786344	6.861316117	8.676423981	6.658717627	6.74795751	6.798252774	6.675670986	7.458196381	5.954544866	6.384532654
ACAA1	8.680937658	8.654180264	8.625185634	8.742100754	8.285405446	9.109650979	8.833218102	8.659793709	8.723119269	8.77875274	8.767319148	8.783304957	8.766900982	8.652440305	8.634243123	8.716700297	8.052707542	8.456309475	9.098832668	9.142162612	8.8181374	9.085933876	7.528969979	7.921085751
ACAA2	7.236338665	7.306800945	7.5579631	7.450288035	7.601027878	7.147512632	7.442251221	7.366385123	7.409843665	7.378342299	7.604603256	7.275197567	7.530343128	7.412889623	7.014236772	7.078121813	6.893842183	7.618788194	7.173342702	7.750456226	7.76409367	6.706731886	6.264609007	6.674095143
ACACA	7.018891214	6.944847096	7.282626819	6.690924513	6.687198852	7.096853791	7.255159703	7.068522579	7.203740964	6.944038628	7.276433654	6.840761478	6.847218586	6.8044374	7.2509331	6.771235615	7.394522933	6.98770765	6.573770141	6.982291362	6.386506688	7.362975725	5.948531145	6.382623484
ACACB	6.697757479	6.52533112	6.215259614	6.759612704	6.85665705	6.612136921	6.44507615	6.333047551	6.383206118	6.662754504	6.358024835	7.102975237	6.744678273	6.38462843	6.927258396	6.237341237	7.083404269	5.917361516	6.400358552	6.629134957	6.431485428	7.136149621	5.742196236	5.905522132
ACAD10	6.004308854	5.926789544	6.105238937	6.182382125	6.150734067	6.169797716	5.944257319	6.030852074	6.189229094	6.000556505	5.939136112	6.155052121	6.002644573	6.053973859	5.617514553	5.833385204	6.061781896	5.83462509	6.129989238	5.932638489	6.079102031	6.213928775	5.176347232	5.427106883
ACAD8	7.169622667	7.023878831	7.368638725	7.049049792	7.420295304	7.311813234	6.772952251	7.047294301	7.154052828	7.129564123	6.982256721	6.998642061	6.927272643	7.090184202	6.742824838	7.688520686	6.979162978	7.648554502	7.184832787	7.082754957	6.678101223	6.010092327	6.080348317	6.419280656
ACADL	4.293183765	4.252188044	4.329965697	4.260866902	4.295086869	4.145839878	4.274787247	4.297746294	4.325139022	4.256074315	4.284962353	4.265854597	4.271288574	4.248236695	4.175939681	4.418098906	4.414288863	4.169699975	4.329190432	4.276147162	4.185049133	4.345261589	3.645071377	3.892453
ACADM	8.316580611	8.038215781	8.626705057	8.072681327	8.192928641	7.915575055	8.62147892	8.4842809	8.731970088	8.018130851	8.59755431	8.467260183	8.322722955	8.30804063	8.327952372	8.975128955	7.952147356	8.85359811	7.84928055	9.160153612	8.09315113	6.059036672	6.989517626	7.707518296
ACADS	7.046128387	6.931450968	6.919885857	7.054212534	7.01735194	6.940166132	6.977761627	7.022699551	7.067888361	6.941925315	6.961302422	7.045902235	7.132221447	7.055464068	7.353654423	7.117839852	6.605562482	7.107318111	7.089638752	7.246482151	7.206741084	6.922742631	5.989788146	6.419732728
ACADSB	5.639838323	5.502603337	5.440066522	5.666422603	5.844733939	5.71657043	5.4854569	5.618993961	5.533930193	5.395943792	5.648845382	5.775945398	5.420083252	5.618993961	4.955524587	6.145023696	5.350982352	5.510268868	5.477637041	5.700481812	5.695313514	5.475934196	4.779400531	5.060092017
ACADVL	9.138295158	9.633432618	9.49753227	9.535471201	9.450921002	9.552147479	9.382160978	9.383487193	9.727069024	9.389906417	9.538302849	9.207722606	9.478803675	9.347950524	9.727208121	9.541701747	8.587489824	9.447327802	9.545234518	10.24530392	9.835259817	8.72707539	8.041741338	8.65157781
ACAN	5.861193951	5.869924799	5.95159613	5.976539957	5.965585542	5.95983771	6.044910004	5.862032149	5.823672639	5.873007781	5.923540224	5.974381256	6.040222458	5.858612569	5.893738872	6.161793828	6.011313217	5.670992813	5.893835261	5.903464632	5.998335253	6.257493244	5.086744472	5.385466494
ACAP1	7.773326464	7.531837037	8.088999215	7.899658398	7.791281805	8.182843022	7.831511008	7.91548543	8.02088664	7.764280997	7.799634473	7.993859208	7.61551649	7.629085553	7.719570727	7.106171795	8.004359439	8.64616812	7.679606956	7.0385958	6.912611715	8.470873905	6.742722471	7.013594091
ACAP2	7.064747378	7.050300775	7.416699135	7.074830509	6.890426619	7.327984281	7.650232287	7.163636474	6.657263389	7.132627269	7.076171134	6.992425698	6.918176375	7.182572477	7.069943569	7.176944636	7.014534481	6.777099448	7.824756759	6.968463417	6.620584128	8.177156911	6.070108633	6.483587955
ACAT1	6.560226974	6.387793078	6.375335978	6.810767467	6.382992164	6.494841712	6.311504928	6.521105541	6.56005064	6.536855241	7.118831732	6.768637884	6.366472449	6.407344559	6.909449073	6.605696085	6.266156201	6.218791282	6.433969606	7.605056824	6.611801799	5.150089798	5.606476257	5.983955418
ACAT2	7.753235586	7.63719033	7.939390711	7.616007434	7.535976324	7.226040326	7.660883069	7.858969657	7.838504904	7.70874911	7.615402512	7.167965143	7.545937903	7.831844473	7.569850231	7.905023543	6.969901723	8.122637481	7.138886484	8.419449022	7.751415851	6.93988233	6.417261946	7.015850351
ACBD3	7.912516338	7.935953274	7.852843197	7.77806445	7.891979453	8.176411537	8.038883311	7.679787388	7.476571113	7.678782013	7.485261404	7.664858409	7.754088657	7.822186879	7.397751125	7.715512692	7.695025909	8.008552544	7.773718073	8.09404635	7.430749744	6.855084544	6.706051659	7.015266973
ACBD4	6.724716086	6.620259984	6.878705185	6.923593395	6.8622171	6.639995269	6.62916418	6.745393962	6.837295836	6.748409486	6.793022176	7.027816844	6.812672119	6.775098521	6.2462829	6.818086914	7.028542093	6.581420499	6.847412955	6.585455141	6.645927943	6.737761656	5.79288826	6.098464547
ACD	7.683413126	7.63633068	7.839680514	7.640001268	7.384513044	7.454381264	7.416749126	7.738634974	7.903851731	7.52182547	7.65464566	7.315597451	7.518561396	7.540401324	7.209220617	7.983996266	7.02383909	8.631557775	7.484056279	7.182872126	7.307062075	7.165055979	6.448435855	6.926327521
ACE	5.431747725	5.309544869	5.189884262	5.042619236	5.312587111	5.354842509	5.551561513	5.242437992	5.190351054	5.312666066	5.147491105	5.186502223	5.450123732	5.287584491	4.997235921	4.893157098	5.080913561	4.948894576	4.937044488	5.725798128	5.820062578	5.079797505	4.582588296	4.745619782
ACE2	4.31033409	4.229444588	4.310116817	4.360921488	4.386984027	4.330062612	4.424768773	4.281127694	4.34341486	4.333948104	4.392057348	4.292681046	4.397814261	4.368622788	4.373228993	4.051069824	4.667355582	4.198436771	4.284225445	4.246861398	4.23880923	4.549103964	3.69996701	3.921314889
ACHE	5.235211837	5.340127415	5.244100337	5.422907816	5.311894714	5.119419268	5.3523284	5.404792017	5.333861399	5.318076892	5.396734961	5.332754159	5.451305539	5.439956864	5.265809462	5.410714755	5.376884596	5.235640937	5.250876621	5.224453192	5.418314044	5.534495219	4.542800091	4.880117518
ACIN1	7.977055394	8.128498163	8.020401611	7.905645626	8.093288605	8.32470865	7.846284577	7.961460672	8.039863742	8.050559835	8.121334896	7.992654881	8.014504424	7.876384483	7.977102465	8.041093903	7.710371058	8.475649833	7.829161445	7.819049873	7.923356014	8.044746225	6.924447227	7.240299917
ACKR1	5.499469326	5.469287963	5.713730924	5.643792247	5.487122864	5.61629723	5.820206987	5.603644848	5.575648548	5.572848093	5.736493278	5.741975657	5.769805112	5.603644848	5.695132458	6.037823458	6.275729293	5.399855761	5.513532852	5.368310266	5.489859142	6.192104135	4.802042342	5.206844766
ACKR2	5.16461717	5.110772332	5.162080462	5.206092078	5.169444609	5.158190776	5.295529922	5.134337781	5.152315801	5.160736532	5.189859892	5.207524609	5.250413518	5.14602529	4.924643482	4.923092108	5.472042752	5.01979005	5.107329034	5.082731968	5.137445728	5.513770811	4.427813254	4.66372395
ACKR3	4.920745777	5.065584917	4.904640026	5.218052848	5.325188566	5.004534384	5.250131785	5.120351834	4.855488604	4.975607648	5.254975779	5.331513542	5.042675579	5.195317664	4.653652337	4.861187477	5.371982198	5.604090822	4.775299669	4.635576756	4.686333455	5.477978615	4.318223243	4.570616559
ACKR4	4.467418078	4.380724585	4.524937032	4.578229873	4.631727993	4.460250836	4.43419939	4.453155749	4.385610751	4.512594739	4.465702609	4.530660675	4.377358673	4.482686673	5.462369756	4.399326802	4.834248632	4.269853988	4.525907359	4.464958331	4.585002348	4.787711018	3.783198252	4.16638562
ACLY	8.222465496	8.361190238	8.529763582	7.934858723	8.444287703	8.467203905	8.332345323	8.499480676	8.563573178	8.14485883	8.40967375	7.933409732	8.365322977	8.428445469	8.380916894	7.740183984	7.362203781	8.859097549	8.410194474	8.361188721	8.745629684	8.064748039	7.04344148	7.561920492
ACN9	5.49134617	5.380331406	5.887804579	5.571846426	5.295495951	5.162026984	5.473268886	5.570940806	5.892511761	5.404415142	5.568650395	5.493380014	5.44118816	5.503200435	4.822108286	6.167531044	5.455838344	5.810487931	5.63920248	5.469575184	4.961403337	4.862364687	4.632271054	5.022791926
ACO1	6.095569673	6.067465171	6.155864891	6.353602633	5.924339582	6.273742292	5.856894413	6.190563313	6.380379024	6.007449668	5.767243992	6.31857858	6.326533519	6.369592885	5.647664788	6.246602604	6.245792316	5.684152189	5.903312334	7.330882538	6.181947771	5.964610553	5.302667955	5.545059927
ACO2	7.25997835	7.188649817	7.350723311	7.342533102	7.180314241	7.173084952	7.193934975	7.262505603	7.211117205	7.212658456	7.121294552	7.165329262	7.232280997	7.254389261	7.31452024	7.3068206	7.085006733	7.223111921	7.204682906	7.513873454	7.559267691	6.654496865	6.1759261	6.576813065
ACOT11	5.587552766	5.553543437	5.686284683	5.571575703	5.561982341	5.648451858	5.493970355	5.56186191	5.525760299	5.563942238	5.564378434	5.588111121	5.499574205	5.546882903	5.539548863	5.582231536	5.678269879	5.416902797	5.457472036	5.766668527	5.477128533	5.849299734	4.763015138	5.058693568
ACOT13	7.816910193	8.273312913	8.550800965	8.263860298	7.160086269	7.903246882	8.283147868	8.252154234	8.330560004	8.04197315	7.917823228	7.400874447	8.094730618	8.05842297	7.786534409	8.636335415	6.927042828	7.557464789	7.289502951	9.717560798	9.190458792	7.050790607	6.734835443	7.42208302
